"Data Source","World Development Indicators",

"Last Updated Date","2017-04-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"European Union","EUU","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.96649","5.00001","4.95049","4.72353","4.76492","4.75292","","4.56933","4.60596","4.87341","5.23648","5.221095","5.105595","5.0423","5.15879","5.15938","4.87176","5.09918","5.56214","5.40289","5.12129","4.9394","4.94445","","","",
"Fragile and conflict affected situations","FCS","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.266205","2.70579","2.79558","2.80921","","","",
"Finland","FIN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","5.40947","5.32742","5.00447","5.0896","4.47899","5.0295","5.22445","","","4.79335","4.82217","4.82994","4.77616","4.85175","4.69558","5.04196","5.09658","5.19813","5.06491","5.07036","5.33591","6.33289","6.51512","7.48367","6.85563","6.80942","6.86053","","","5.86961","5.71688","5.84797","6.02478","6.17477","6.1685","6.03606","5.9381","5.68609","5.84677","6.48518","6.54071","6.48201","7.19254","7.15848","","","",
"Fiji","FJI","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","5.19761","","5.82011","","6.48669","","","","","","4.8311","","","","","","","","","5.51262","5.15351","5.85725","5.61714","6.24382","","6.16493","5.12197","5.60714","5.84843","4.25357","4.49848","","4.17305","","3.87723","","","",
"France","FRA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","3.4184","3.16281","3.3462","3.21845","4.22762","4.41425","4.41178","4.42244","4.3325","4.26809","4.29399","4.71512","4.83583","4.83522","4.84958","4.83358","4.6892","4.60277","4.52404","4.43515","4.49228","4.81744","4.71099","5.39988","5.5957","5.75908","5.72616","","5.65912","5.64529","5.51673","5.41704","5.40916","5.72295","5.63702","5.49981","5.44211","5.44519","5.44403","5.73849","5.68342","5.51584","5.53344","5.50531","","","",
"Faroe Islands","FRO","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.40977","6.70818","","","","","","","","","","","","","","","","",
"Gabon","GAB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.80552","","","","","","3.41966","3.08123","3.82709","","","","","","","","","","3.07809","2.98746","3.0134","3.02971","2.66667","","",
"United Kingdom","GBR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","5.03205","5.15938","5.44861","5.391","6.26878","6.42422","6.06335","","","5.07012","5.28842","5.1887","5.0615","4.89906","4.59409","4.38084","4.37181","4.26831","4.12511","4.05552","4.12248","4.33449","","4.85083","4.83926","4.75567","","4.54001","4.29098","4.33246","4.39216","4.95389","5.10268","5.00705","5.19501","5.23208","5.15348","5.10941","5.30918","5.94061","5.76206","","5.68624","5.75119","","",
"Georgia","GEO","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.91566","","","","2.10888","2.15513","2.18107","2.1375","2.23501","2.0656","2.9142","2.48431","3.00364","2.69687","2.91956","3.22239","","2.69622","1.98331","","","","",
"Ghana","GHA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","4.22444","4.6214","","3.80271","4.87654","5.82883","6.09528","","2.31135","2.70777","1.80812","1.90454","","","","3.35448","3.3067","3.18742","","","","","","","","","","","4.11037","","5.35444","","","7.53558","7.42208","5.25994","5.51987","5.75796","5.31744","5.5406","8.14097","7.91914","","6.15983","","",
"Gibraltar","GIB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.01639","2.00632","2.08844","","","","","","2.36142","2.5934","2.08191","2.59387","2.37102","2.21","1.84906","","","2.43837","3.21608","3.69186","3.06283","2.47139","3.54088","3.2108","","",
"Gambia, The","GMB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","4.29515","3.48473","","","2.97409","2.82584","3.78061","1.16984","","","2.55356","2.56628","","","1.56513","1.46587","1.1581","1.44292","1.36338","1.0345","1.13918","1.20949","1.30851","3.52742","3.07235","4.15338","3.89922","4.08975","2.76771","","","",
"Guinea-Bissau","GNB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.24617","","","","","","","","","","","1.86424","1.8459","1.98848","2.17221","","","",
"Equatorial Guinea","GNQ","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.18798","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","1.5465","1.30246","","1.11262","1.33609","1.46085","1.44825","1.49373","1.6857","","","1.6928","1.68684","1.68868","1.81003","","1.83337","1.83421","1.86894","2.01546","2.04608","1.93433","","","","","","","2.89256","3.02773","3.23019","3.36458","3.42431","3.42934","3.66719","3.96396","","","","","","","","","","","",
"Grenada","GRD","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.92674","","","","","","","","","","","","","",
"Greenland","GRL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","1.85872","2.02554","","","","","1.62729","","","","","","","","","","","","","","","","","1.66575","1.43998","1.6048","1.5637","","","","","","","","","","2.98401","3.03874","3.18454","","2.80306","2.92014","2.95786","2.84226","2.94139","2.95394","",
"Guam","GUM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","4.32898","","","","","","","7.08873","","9.37787","","","","8.25347","7.22748","","","","","","","","","","3.72445","3.60934","","","","8.56106","8.48415","8.58889","8.40805","6.96654","5.52623","8.13973","5.08927","3.75228","","3.36104","3.66099","3.59123","3.19404","","","","",
"High income","HIC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","4.57309","5.0295","4.93292","","4.97725","4.79335","4.92162","4.99003","5.15418","","","","4.82645","","4.60797","","","4.81744","4.71099","5.107335","4.86246","4.83926","4.84372","","4.59865","4.74522","4.830885","5.10303","5.221095","5.105595","5.11464","5.07076","4.94477","4.71579","5.04076","5.27938","5.40289","5.11019","4.917935","5.00837","","","",
"Hong Kong SAR, China","HKG","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","2.36815","2.29561","2.18337","2.36029","2.4492","2.43336","2.21924","2.32255","","2.19214","2.27173","1.66983","2.5786","2.58169","2.55897","","","","","2.46609","","2.8282","","","","2.72831","","","","","3.9037","4.01554","4.2853","4.55896","4.13463","3.84279","3.45455","3.26063","4.39213","3.51003","3.41822","3.50961","3.76032","3.57196","3.26469","",
"Honduras","HND","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","3.241","3.16882","2.99447","","","","","","","","","","","","","","3.39836","3.57875","","","","","","","","","","","","","","","","","","5.87493","","","",
"Heavily indebted poor countries (HIPC)","HPC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.18965","2.941455","3.2725","3.05538","","3.297105","3.46454","3.41867","","3.539835","3.95823","3.93896","3.89922","4.07164","4.49855","","","",
"Croatia","HRV","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.81086","3.86755","3.82086","","","3.97112","4.27013","4.38926","4.25217","4.15795","","4.58756","","","",
"Haiti","HTI","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.07399","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.90824","6.1094","5.94864","5.86352","4.87127","4.35096","","4.41695","4.57082","4.87341","4.93961","5.18631","5.81182","5.35228","5.35224","5.33501","5.17582","5.00656","4.99572","4.79943","4.62877","","4.22919","","","",
"IBRD only","IBD","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.50278","3.49961","","","4.21217","3.84054","3.70868","3.780615","3.859575","3.563275","3.77193","3.81811","3.66879","4.05765","4.38926","4.18121","4.25661","4.38531","4.33958","","","",
"IDA & IBRD total","IBT","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.866545","3.397645","3.58605","3.44539","3.55114","3.498245","3.52218","3.66374","3.65297","3.80517","4.2677","4.00675","4.06808","4.080155","4.31347","","","",
"IDA total","IDA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.22786","2.973355","3.46767","3.108245","","3.297105","","","","3.722465","4.09831","3.972855","3.89922","4.05353","4.019715","","","",
"IDA blend","IDB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.980675","4.89116","4.711375","5.97594","5.652","","","",
"Indonesia","IDN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","2.64225","","","","","","","","","","","","","","","","","0.82737","","","","","0.99855","1.00435","1.07855","1.07208","","","","2.46003","2.64569","3.218","2.74847","2.87282","","3.04425","2.9019","3.52513","2.81228","3.18944","3.40748","3.35904","3.28922","","",
"IDA only","IDX","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15144","2.97156","3.38117","3.030155","","3.2643","3.576485","3.55432","","3.60759","4.04365","3.836175","3.84262","4.01803","3.54088","","","",
"Isle of Man","IMN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.30343","3.51098","4.33929","4.25026","","","3.55114","3.29476","3.1338","3.09073","","","3.21076","3.31959","3.7232","3.86763","3.84184","","","",
"Not classified","INX","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","4.48137","4.61172","4.60339","4.68077","","4.29167","5.07961","5.06192","5.28219","5.31624","5.72558","5.38348","5.44043","5.27577","5.24248","5.29526","5.52261","5.01053","4.70773","4.5954","4.7773","5.00001","5.10982","5.18289","4.86616","4.75017","","4.29347","4.14098","4.13743","4.09406","4.10643","4.19909","4.48536","4.52773","4.54724","4.71579","5.45059","6.1593","6.09526","5.75342","5.77465","5.34096","","","",
"Iran, Islamic Rep.","IRN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","2.77034","2.76672","2.87668","2.69034","2.96557","","5.41626","","","","7.1314","5.80205","4.18053","3.80161","3.46019","3.56991","4.14092","3.6813","3.99721","3.77391","3.74353","3.64046","4.31462","","4.08181","3.53776","","","4.22041","4.03064","4.07168","4.48488","4.36322","4.29663","4.19665","4.4189","4.73283","4.05765","3.98898","3.87112","3.65862","3.22458","3.15049","2.95381","2.92006","",
"Iraq","IRQ","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","3.85705","","","2.42379","","","","","","","","","3.5515","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.22415","","","5.09995","4.71707","4.74191","5.16557","","6.81219","6.47283","6.50417","6.79561","7.42368","7.32994","7.22434","7.38386","7.37425","7.0613","7.25435","7.35716","7.21403","7.04753","7.87976","7.81125","","","",
"Israel","ISR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","6.27981","6.93871","7.05157","7.00533","7.17139","7.99027","8.0817","8.64014","7.8307","7.32836","7.95397","7.93089","8.97797","6.98738","6.34066","5.14669","6.38579","6.09651","6.20592","6.41408","6.86423","7.44447","","","","6.66044","6.41786","6.11555","6.37714","6.46804","6.36037","5.94699","5.74732","5.74272","5.48363","5.51871","5.47869","5.52761","5.56064","5.70345","5.85796","","","",
"Italy","ITA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","3.37795","2.90836","","","3.84783","3.7239","3.93249","","3.79287","4.17751","","","","4.50292","4.79037","4.70533","4.6703","","4.60797","","","","","4.74956","4.44798","4.33294","4.45952","","4.46347","4.52336","4.29886","4.66888","4.44711","4.5548","4.39717","4.24942","4.53777","4.11852","4.40287","4.53631","4.35239","4.14407","","4.16504","","","",
"Jamaica","JAM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","3.63144","4.24897","5.22879","5.85833","6.02652","","","","","","","","5.3919","4.60398","","3.94086","5.18398","4.77916","4.38307","3.33666","3.21403","4.52025","3.74213","4.16108","4.96098","","","5.0151","5.41476","5.42852","4.25685","3.91255","4.61642","","5.49022","6.19132","6.19851","6.37133","6.26769","6.11948","6.25986","6.02607","5.44429","",
"Jordan","JOR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","3.63004","3.29769","2.38743","2.48694","3.55769","3.76348","3.53393","3.6799","3.68117","5.08173","","5.16732","5.08916","4.92796","5.93695","","3.28438","3.29657","4.04757","5.64387","","","","","","","7.47599","6.36608","","4.94514","","","","","","","","","","","","","","","","","",
"Japan","JPN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","3.71819","4.07921","4.1114","4.10841","4.74802","4.93292","4.92219","4.97725","5.14305","5.15451","5.15012","5.11966","4.90063","","","","5.67262","5.6624","5.46734","","","","3.47889","3.66794","3.50624","","","3.42623","3.53673","3.61888","3.57129","3.58506","3.64257","3.59859","3.48391","3.46274","3.46368","3.44024","","3.78135","3.77598","3.84752","3.81672","3.77115","","",
"Kazakhstan","KAZ","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.03445","3.92371","4.37343","","3.89257","3.25662","","3.0297","","2.25591","2.26353","2.62678","2.83139","2.58946","3.06072","","","","","","2.789","",
"Kenya","KEN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","3.92982","4.47634","4.65052","5.06551","5.60612","5.7441","5.13632","","","5.38788","5.92373","5.67812","5.4383","4.58096","5.19977","6.01379","","6.60055","6.03572","","6.57067","6.0759","6.02915","5.92402","","","","","5.32324","5.18673","5.20621","6.172","6.49427","6.79693","7.33565","7.04984","","","","5.50822","5.33535","5.50904","5.41166","5.27982","5.27585","",
"Kyrgyz Republic","KGZ","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.58819","6.15643","4.90261","","4.91963","4.08522","3.50837","3.85419","4.44547","4.47541","4.62243","4.87384","5.54986","6.467","5.91319","6.23268","5.81883","6.79062","7.38423","6.7802","5.5316","","",
"Cambodia","KHM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.25907","","1.66681","1.72403","1.71121","","1.71982","","","1.5993","","1.66568","1.53379","1.51069","1.56269","2.02112","1.90083","","",
"Kiribati","KIR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","4.79313","4.26643","","","3.13511","","","","","","","","","","","","","","","","","","","","","","","","","10.6302","11.14303","11.98812","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","4.15011","","2.77332","","2.28612","","2.09996","2.43142","","","2.69492","","","4.22196","3.46419","4.75855","4.40403","3.92256","3.84377","4.01691","3.85991","4.1125","4.2253","","","","","","","","2.64709","",
"Korea, Rep.","KOR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","3.26719","3.55443","3.07761","2.55822","","1.99639","2.62701","2.31737","","2.89827","3.33612","2.77288","6.07534","4.18364","3.90624","3.89292","3.54678","3.30633","2.71047","3.03996","3.02391","3.47166","3.57194","3.70361","3.05064","2.9735","","","3.42941","3.44687","","3.89743","3.79262","4.13241","4.11529","3.90137","3.96743","3.95229","4.46395","4.66983","","","4.61823","","","","",
"Kuwait","KWT","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","3.28734","2.81575","3.30369","3.5216","2.13554","3.11508","3.36867","4.08185","3.42856","2.79102","2.71914","3.03351","5.09027","5.14888","5.00762","5.40084","","","","","","14.19883","","","","5.85954","5.58251","","","","6.586","6.5505","","5.53515","4.73825","3.76001","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.66044","","","3.92644","4.4408","4.13411","4.33937","4.104505","4.16873","3.94352","","3.89332","3.89635","4.598015","5.34052","4.716265","4.96643","5.09906","5.3441","","","",
"Lao PDR","LAO","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.33457","","","","2.42975","2.1302","","","1.50369","1.99028","2.82522","","2.413","2.41409","2.95879","3.07842","2.27855","1.65485","1.69702","1.80412","1.98342","3.45044","3.3272","","",
"Lebanon","LBN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.75642","1.93126","2.22463","2.08467","","","","","2.84148","2.55271","","2.66674","2.67227","2.80863","2.60987","2.035","1.77877","1.63173","1.64626","2.1894","2.57268","","","",
"Liberia","LBR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","6.99484","","6.25906","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.16142","","","","2.75756","","","","",
"Libya","LBY","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.26417","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","7.07189","","","","6.25656","","","","","","","","9.00789","","","","7.37781","7.25485","","6.86211","","4.30812","4.1151","5.08469","5.5428","","5.10542","3.69234","4.113","4.26959","4.00106","4.7254","4.84166","4.83354","",
"Latin America & Caribbean","LCN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.54116","3.55855","","","3.48118","3.84052","3.82745","4.178155","4.00947","3.900425","3.745615","","3.66906","3.761835","4.33782","5.21749","4.60637","4.72689","5.03105","5.3441","","","",
"Least developed countries: UN classification","LDC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.13107","2.88869","3.24134","2.978135","","3.14897","3.38577","","","3.539835","3.21608","3.618","3.43785","3.47949","3.47318","","","",
"Low income","LIC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15144","2.97156","3.2725","","","3.38617","3.52218","","","3.595175","3.95823","3.66179","3.798425","4.05353","4.019715","","","",
"Liechtenstein","LIE","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.46014","2.43333","","2.05381","1.92119","2.04837","","","2.55604","","","","","",
"Sri Lanka","LKA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","3.3164","","2.74455","","","","2.56743","2.70417","2.44221","2.5585","2.39061","2.16526","2.57614","2.80542","2.64433","2.82636","2.75516","2.41093","2.91558","","","3.10853","2.96543","3.34174","","3.06506","","","","","","","","","","","2.0559","1.71774","1.80861","1.49617","1.62107","1.91673","2.18239","",
"Lower middle income","LMC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.09433","3.388015","3.85419","3.20832","3.759565","3.312335","3.322975","3.70249","3.36625","4.051045","4.255385","4.24993","3.7232","3.86763","3.43307","","","",
"Low & middle income","LMY","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.916165","3.50837","3.684485","3.39341","3.55114","3.50804","3.63079","3.66906","3.65297","3.80517","4.258075","3.92716","3.87092","4.05353","3.95674","","","",
"Lesotho","LSO","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","4.64155","4.52651","4.86656","4.23424","","","","","","","","","10.77014","6.99369","7.79441","","","7.86968","6.78905","","","","9.89221","8.13516","10.05103","","13.17703","","14.1626","11.492","10.77399","11.80636","15.61544","13.27157","14.79096","13.85772","","12.98201","","","","","","","","",
"Late-demographic dividend","LTE","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.76471","3.880145","","4.11234","4.14098","3.85399","3.89809","4.05795","4.20815","4.07935","3.93859","3.86626","4.37254","4.70663","4.78419","4.8963","4.60903","4.556925","4.90887","","","",
"Lithuania","LTU","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.76492","4.84372","5.44955","6.11601","","","5.84038","5.79253","5.10851","5.16916","4.87319","4.82055","4.59055","4.83454","5.57741","5.29903","5.12227","4.76879","4.6125","","","",
"Luxembourg","LUX","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","2.20001","2.73062","2.62135","2.68978","","3.27384","3.45709","3.53282","4.15021","4.21089","4.35363","4.48367","5.04569","3.17499","","","3.62465","3.90507","3.83936","3.70361","","","","","","3.49961","3.34727","","","","","3.59302","","","","","","","","","","","4.14091","","","","",
"Latvia","LVA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.26512","5.51716","5.80282","5.54206","5.29028","5.45681","5.6138","5.07315","4.85972","","4.71949","4.6644","5.41359","5.57891","5.08564","4.95124","4.64375","4.9145","","","",
"Macao SAR, China","MAC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.68109","3.69231","3.67962","2.73401","2.86199","2.79765","2.24566","2.29064","2.20639","2.05452","2.20791","2.54647","2.6295","2.68519","3.33759","2.04999","2.02566","","",
"St. Martin (French part)","MAF","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","4.67169","4.27549","5.21271","6.02712","6.08425","6.20183","6.31548","5.10486","5.68926","6.12268","6.17467","5.19013","5.10217","5.25928","5.16214","4.57782","4.75733","4.51049","4.30316","","4.82497","","4.73481","","","5.11554","5.14016","","","","","","","","","5.34215","5.26064","","","","","","","",
"Monaco","MCO","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.88103","0.95752","","","0.9136","","","1.06457","1.08224","1.21242","1.20883","1.19528","1.25536","","","","1.24386","","","","","1.32877","1.32022","1.59142","1.78004","1.3344","1.02195","","",
"Moldova","MDA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.8966","","","4.66255","4.48642","4.84691","5.49791","5.4249","6.77109","7.16273","7.49893","8.29343","8.23733","9.50976","9.11211","8.5597","8.34896","","7.46451","","",
"Madagascar","MDG","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","3.21737","2.71115","2.67376","2.51668","3.25501","5.05395","","3.97033","4.32025","3.81278","3.15062","2.65448","2.92933","2.75618","","","","","","","","2.14018","","","","1.84964","1.87065","2.76755","2.91135","3.25033","2.71621","3.03949","3.2643","3.84817","3.28253","3.36988","2.91041","3.17751","","2.78112","2.73217","2.07999","","","",
