,country,country_code,year,life_expectancy,gdp,health,education,military,research,net_aid
3933,Barbados,BRB,2013-01-01,75.33,15473.10,64.74,5.50,,,
3934,Brunei Darussalam,BRN,2013-01-01,78.55,43970.53,92.15,,2.28,,
3935,Bhutan,BTN,2013-01-01,69.10,2383.04,73.31,5.59,,,136800000.0
3936,Botswana,BWA,2013-01-01,64.36,6806.66,60.07,,2.02,,107370000.0
3937,Central African Republic,CAF,2013-01-01,49.88,322.37,50.06,,,,202820000.0
3938,Canada,CAN,2013-01-01,81.77,52413.72,71.03,,1.00,1.69,
3939,Switzerland,CHE,2013-01-01,82.80,84658.89,66.06,5.07,0.73,,
3940,Channel Islands,CHI,2013-01-01,80.46,,,,,,
3941,Chile,CHL,2013-01-01,81.20,15764.76,48.24,4.55,2.05,0.39,80560000.0
3942,China,CHN,2013-01-01,75.59,7077.77,55.81,,1.85,2.01,-656250000.0
3943,Cote d'Ivoire,CIV,2013-01-01,51.21,1445.91,30.92,4.72,1.38,,1273460000.0
3944,Cameroon,CMR,2013-01-01,55.04,1331.20,23.58,3.03,1.33,,751960000.0
3945,"Congo, Dem. Rep.",COD,2013-01-01,58.27,413.70,34.05,2.24,1.25,,2147483647.0
3946,"Congo, Rep.",COG,2013-01-01,61.67,3205.46,79.64,,2.61,,150990000.0
3947,Colombia,COL,2013-01-01,73.81,8030.69,76.26,4.90,3.29,0.26,857490000.0
3948,Comoros,COM,2013-01-01,62.93,823.02,30.77,4.44,,,81230000.0
3949,Cabo Verde,CPV,2013-01-01,72.97,3648.94,72.68,5.04,0.53,,245160000.0
3950,Costa Rica,CRI,2013-01-01,79.23,10547.21,73.04,6.92,0.00,0.56,32820000.0
3951,Cuba,CUB,2013-01-01,79.26,6789.70,94.52,,3.51,0.47,99460000.0
3952,Curacao,CUW,2013-01-01,,,,4.93,,,
3953,Cayman Islands,CYM,2013-01-01,,,,,,,
3954,Cyprus,CYP,2013-01-01,79.95,27907.97,46.53,6.44,1.60,0.46,
3955,Czech Republic,CZE,2013-01-01,78.18,19916.02,84.33,4.11,0.99,1.91,
3956,Germany,DEU,2013-01-01,80.49,46530.91,76.75,4.94,1.22,2.83,
3957,Djibouti,DJI,2013-01-01,61.69,1682.95,58.23,,,,149250000.0
3958,Dominica,DMA,2013-01-01,,7061.28,68.32,,,,20080000.0
3959,Denmark,DNK,2013-01-01,80.30,61191.19,85.30,8.61,1.23,3.08,
3960,Dominican Republic,DOM,2013-01-01,73.32,6026.99,63.69,,0.62,,146910000.0
3961,Algeria,DZA,2013-01-01,74.57,5492.12,72.83,,4.96,,203420000.0
3962,Ecuador,ECU,2013-01-01,75.65,6074.18,52.95,5.02,2.95,,150520000.0
3963,"Egypt, Arab Rep.",EGY,2013-01-01,70.93,3264.45,37.67,,1.62,0.68,2147483647.0
3964,Eritrea,ERI,2013-01-01,63.18,,45.76,,,,81310000.0
3965,Spain,ESP,2013-01-01,83.08,29210.09,71.49,4.30,1.27,1.26,
3966,Estonia,EST,2013-01-01,77.14,19029.78,79.28,4.82,1.91,1.71,
3967,Ethiopia,ETH,2013-01-01,63.44,503.90,56.89,4.50,0.81,0.60,2147483647.0
3968,Finland,FIN,2013-01-01,80.98,49638.08,75.46,7.16,1.40,3.30,
3969,Fiji,FJI,2013-01-01,69.92,4758.89,68.08,3.88,1.39,,91220000.0
3970,France,FRA,2013-01-01,82.22,42571.20,77.08,5.51,2.22,2.24,
3971,Faroe Islands,FRO,2013-01-01,81.44,54117.84,,,,,
3972,"Micronesia, Fed. Sts.",FSM,2013-01-01,68.97,3044.08,90.33,,,,143210000.0
3973,Gabon,GAB,2013-01-01,63.84,10658.77,73.60,3.03,1.60,,87210000.0
3974,United Kingdom,GBR,2013-01-01,81.00,42407.37,83.31,5.69,2.09,1.66,
3975,Georgia,GEO,2013-01-01,74.51,4274.38,17.61,,2.53,0.08,646310000.0
3976,Ghana,GHA,2013-01-01,61.14,1827.10,70.08,,0.53,,1328610000.0
3977,Gibraltar,GIB,2013-01-01,,,,,,,
3978,Guinea,GIN,2013-01-01,58.22,521.54,43.29,3.54,3.09,,467540000.0
3979,"Gambia, The",GMB,2013-01-01,60.00,484.11,64.42,2.77,1.15,,115680000.0
3980,Guinea-Bissau,GNB,2013-01-01,54.84,584.28,26.47,2.17,2.11,,105630000.0
3981,Equatorial Guinea,GNQ,2013-01-01,57.29,27528.66,79.33,,,,4630000.0
3982,Greece,GRC,2013-01-01,81.29,21874.82,65.53,,2.36,0.81,
3983,Grenada,GRD,2013-01-01,73.19,7956.14,45.23,,,,12530000.0
3984,Greenland,GRL,2013-01-01,71.83,42827.81,,,,,
3985,Guatemala,GTM,2013-01-01,71.49,3432.02,36.88,2.84,0.46,,496600000.0
3986,Guam,GUM,2013-01-01,78.87,32485.27,,,,,
3987,Guyana,GUY,2013-01-01,66.31,3928.88,56.83,,1.18,,101240000.0
3988,"Hong Kong SAR, China",HKG,2013-01-01,83.83,38352.53,,3.76,,0.73,
3989,Honduras,HND,2013-01-01,72.94,2340.68,48.71,5.87,1.55,,625870000.0
3990,Croatia,HRV,2013-01-01,77.13,13574.98,81.79,4.59,1.66,0.82,
3991,Haiti,HTI,2013-01-01,62.40,810.31,21.28,,0.00,,1152130000.0
3992,Hungary,HUN,2013-01-01,75.57,13613.60,65.17,4.23,0.95,1.40,
3993,Indonesia,IDN,2013-01-01,68.70,3631.67,39.43,3.36,0.92,0.08,69620000.0
3994,Isle of Man,IMN,2013-01-01,,78119.06,,,,,
3995,India,IND,2013-01-01,67.66,1451.53,28.41,3.84,2.47,,2147483647.0
3996,Ireland,IRL,2013-01-01,81.00,52034.77,66.59,5.34,0.50,1.54,
3997,"Iran, Islamic Rep.",IRN,2013-01-01,75.13,6631.30,42.11,3.15,2.34,,131610000.0
3998,Iraq,IRQ,2013-01-01,69.18,6879.70,62.83,,3.37,,1541540000.0
3999,Iceland,ISL,2013-01-01,82.06,47810.23,80.73,7.81,,1.87,
4000,Israel,ISR,2013-01-01,82.06,36393.67,61.54,5.86,5.75,4.09,
4001,Italy,ITA,2013-01-01,82.69,35370.27,75.59,4.17,1.59,1.31,
4002,Jamaica,JAM,2013-01-01,75.49,5148.02,57.23,6.26,0.90,,71590000.0
4003,Jordan,JOR,2013-01-01,73.90,4656.22,67.38,,4.30,,1400330000.0
4004,Japan,JPN,2013-01-01,83.33,40488.24,83.22,3.82,0.95,3.47,
4005,Kazakhstan,KAZ,2013-01-01,70.45,13890.86,50.92,,1.08,0.17,90760000.0
4006,Kenya,KEN,2013-01-01,60.95,1261.09,60.10,5.41,1.56,,2147483647.0
4007,Kyrgyz Republic,KGZ,2013-01-01,70.20,1282.44,58.09,6.78,3.20,0.15,539450000.0
4008,Cambodia,KHM,2013-01-01,67.77,1024.61,23.56,2.02,1.58,,808210000.0
4009,Kiribati,KIR,2013-01-01,65.77,1724.22,81.07,,,,64990000.0
4010,St. Kitts and Nevis,KNA,2013-01-01,,14514.72,35.59,,,,30050000.0
4011,"Korea, Rep.",KOR,2013-01-01,81.71,25997.88,54.33,,2.63,4.15,
4012,Kuwait,KWT,2013-01-01,74.47,48463.15,84.59,,3.27,0.30,
4013,Lao PDR,LAO,2013-01-01,65.69,1700.53,48.25,3.45,0.20,,423330000.0
4014,Lebanon,LBN,2013-01-01,79.13,8388.97,46.04,2.57,4.36,,621600000.0
4015,Liberia,LBR,2013-01-01,60.52,453.34,30.60,,0.78,,535930000.0
4016,Libya,LBY,2013-01-01,71.66,,69.67,,,,128830000.0
4017,St. Lucia,LCA,2013-01-01,74.91,7229.93,45.02,4.73,,,25360000.0
4018,Liechtenstein,LIE,2013-01-01,82.26,172563.06,,,,,
4019,Sri Lanka,LKA,2013-01-01,74.65,3610.29,57.18,1.62,2.27,0.10,403170000.0
4020,Lesotho,LSO,2013-01-01,49.33,1199.87,75.94,,1.92,,320670000.0
4021,Lithuania,LTU,2013-01-01,73.91,15709.89,65.44,4.61,0.76,0.95,
4022,Luxembourg,LUX,2013-01-01,81.80,113266.11,83.68,,0.42,1.30,
4023,Latvia,LVA,2013-01-01,73.98,15033.15,62.44,4.91,0.94,0.61,
4024,"Macao SAR, China",MAC,2013-01-01,80.34,90746.11,,2.05,,0.05,
4025,St. Martin (French part),MAF,2013-01-01,79.17,,,,,,
4026,Morocco,MAR,2013-01-01,73.71,3141.73,32.98,,3.81,,2008650000.0
4027,Monaco,MCO,2013-01-01,,,88.21,1.33,,,
4028,Moldova,MDA,2013-01-01,71.17,2243.98,50.04,,0.33,0.35,348690000.0
4029,Madagascar,MDG,2013-01-01,64.67,462.46,61.73,2.08,0.68,,499280000.0
4030,Maldives,MDV,2013-01-01,76.60,7112.34,74.02,4.48,,,21700000.0
4031,Mexico,MEX,2013-01-01,76.53,10198.65,51.74,,0.62,0.50,562390000.0
4032,Marshall Islands,MHL,2013-01-01,,3618.23,84.42,,,,93740000.0
4033,"Macedonia, FYR",MKD,2013-01-01,75.19,5219.54,69.22,,1.17,0.44,196730000.0
4034,Mali,MLI,2013-01-01,57.54,772.25,17.24,3.28,1.20,,1397560000.0
4035,Malta,MLT,2013-01-01,81.75,24056.61,66.26,8.29,0.53,0.88,
4036,Myanmar,MMR,2013-01-01,65.65,1134.93,38.31,,3.81,,2147483647.0
4037,Montenegro,MNE,2013-01-01,75.97,7186.81,57.88,,1.58,0.37,117180000.0
4038,Mongolia,MNG,2013-01-01,69.06,4400.61,52.51,,0.85,0.23,430520000.0
4039,Northern Mariana Islands,MNP,2013-01-01,,14479.57,,,,,
4040,Mozambique,MOZ,2013-01-01,54.64,605.23,52.88,6.48,0.99,,2147483647.0
4041,Mauritania,MRT,2013-01-01,62.80,1457.84,47.49,2.94,2.56,,294870000.0
4042,Mauritius,MUS,2013-01-01,74.02,9637.00,49.06,3.68,0.19,,145740000.0
4043,Malawi,MWI,2013-01-01,61.47,335.52,52.85,5.42,1.24,,1132670000.0
4044,Malaysia,MYS,2013-01-01,74.57,10971.42,54.83,5.48,1.52,,-113140000.0
4045,Namibia,NAM,2013-01-01,64.34,5417.80,58.97,,3.07,,261040000.0
4046,New Caledonia,NCL,2013-01-01,77.32,,,,,,
4047,Niger,NER,2013-01-01,60.83,417.67,48.25,4.92,,,797300000.0
4048,Nigeria,NGA,2013-01-01,52.44,2943.57,23.83,,0.47,,2147483647.0
4049,Nicaragua,NIC,2013-01-01,74.51,1829.02,52.44,,0.69,,495800000.0
4050,Netherlands,NLD,2013-01-01,81.30,51574.49,87.07,5.61,1.18,1.96,
4051,Norway,NOR,2013-01-01,81.75,102910.44,85.24,7.37,1.41,1.65,
4052,Nepal,NPL,2013-01-01,69.22,696.73,39.04,3.47,1.54,,873330000.0
4053,Nauru,NRU,2013-01-01,,10036.18,90.13,,,,28750000.0
4054,New Zealand,NZL,2013-01-01,81.41,42928.10,82.58,6.69,1.12,1.17,
4055,Oman,OMN,2013-01-01,76.84,20204.93,87.24,5.01,14.81,0.17,
4056,Pakistan,PAK,2013-01-01,65.96,1276.09,36.77,2.49,3.47,0.29,2147483647.0
4057,Panama,PAN,2013-01-01,77.42,11786.63,71.78,,0.00,0.07,9210000.0
4058,Peru,PER,2013-01-01,74.28,6580.98,58.20,3.28,1.47,,363810000.0
4059,Philippines,PHL,2013-01-01,68.13,2786.01,31.80,,1.24,0.14,192060000.0
4060,Palau,PLW,2013-01-01,,10932.64,71.21,,,,35420000.0
4061,Papua New Guinea,PNG,2013-01-01,62.45,2108.83,81.74,,0.68,,658120000.0
4062,Poland,POL,2013-01-01,77.00,13780.55,70.80,4.94,1.77,0.87,
4063,Puerto Rico,PRI,2013-01-01,79.16,28703.73,,6.38,,0.44,
4064,"Korea, Dem. People's Rep.",PRK,2013-01-01,69.79,,,,,,109100000.0
4065,Portugal,PRT,2013-01-01,80.72,21618.74,65.24,5.28,2.09,1.33,
4066,Paraguay,PRY,2013-01-01,72.80,4479.96,45.56,,1.36,,130710000.0
4067,West Bank and Gaza,PSE,2013-01-01,72.73,2992.20,,1.47,,,2147483647.0
4068,French Polynesia,PYF,2013-01-01,76.33,,,,,,
4069,Qatar,QAT,2013-01-01,78.42,94574.26,86.43,4.00,,,
4070,Romania,ROU,2013-01-01,75.06,9585.27,80.78,,1.28,0.39,
4071,Russian Federation,RUS,2013-01-01,70.58,15543.68,52.28,,3.96,1.13,
4072,Rwanda,RWA,2013-01-01,63.39,679.00,38.05,5.03,1.10,,1086290000.0
4073,Saudi Arabia,SAU,2013-01-01,74.18,24646.02,73.03,,9.00,,
4074,Sudan,SDN,2013-01-01,63.17,1871.11,22.08,,,,1507330000.0
4075,Senegal,SEN,2013-01-01,65.88,1041.17,49.62,7.19,1.60,,994480000.0
4076,Singapore,SGP,2013-01-01,82.25,55617.61,38.35,2.91,3.11,2.00,
4077,Solomon Islands,SLB,2013-01-01,67.72,1890.00,92.05,,,,289830000.0
4078,Sierra Leone,SLE,2013-01-01,50.36,796.32,14.63,2.36,0.64,,449070000.0
4079,El Salvador,SLV,2013-01-01,72.50,3998.74,66.69,3.43,0.98,0.06,169140000.0
4080,San Marino,SMR,2013-01-01,,,93.50,,,,
4081,Somalia,SOM,2013-01-01,55.02,521.22,,,0.00,,1054580000.0
4082,Serbia,SRB,2013-01-01,75.19,6353.83,59.16,,2.02,0.73,780270000.0
4083,South Sudan,SSD,2013-01-01,55.22,1157.49,35.19,,7.41,,1399300000.0
4084,Sao Tome and Principe,STP,2013-01-01,66.26,1660.90,36.75,5.89,,,53750000.0
4085,Suriname,SUR,2013-01-01,70.99,9618.35,53.69,,,,30820000.0
4086,Slovak Republic,SVK,2013-01-01,76.41,18191.61,72.31,4.11,0.98,0.83,
4087,Slovenia,SVN,2013-01-01,80.32,23150.32,71.76,5.49,1.06,2.60,
4088,Sweden,SWE,2013-01-01,81.96,60283.25,84.00,7.72,1.13,3.31,
4089,Swaziland,SWZ,2013-01-01,48.94,3686.88,76.35,,1.87,,117790000.0
4090,Sint Maarten (Dutch part),SXM,2013-01-01,,,,,,,
4091,Seychelles,SYC,2013-01-01,73.12,15687.35,93.22,,0.98,,27420000.0
4092,Syrian Arab Republic,SYR,2013-01-01,70.30,,46.31,,,,2147483647.0
4093,Turks and Caicos Islands,TCA,2013-01-01,,,,,,,
4094,Chad,TCD,2013-01-01,51.19,985.10,51.93,2.85,5.61,,459340000.0
4095,Togo,TGO,2013-01-01,59.13,588.99,41.97,4.68,1.77,,226320000.0
4096,Thailand,THA,2013-01-01,74.25,6225.05,77.30,4.13,1.41,,28790000.0
4097,Tajikistan,TJK,2013-01-01,69.40,1048.67,30.62,,,0.12,390550000.0
4098,Turkmenistan,TKM,2013-01-01,65.46,7480.32,67.24,,,,35910000.0
4099,Timor-Leste,TLS,2013-01-01,68.02,1161.77,91.08,6.00,2.41,,258570000.0
4100,Tonga,TON,2013-01-01,72.64,4274.23,81.37,,,,81090000.0
4101,Trinidad and Tobago,TTO,2013-01-01,70.31,19607.95,52.55,,0.80,0.05,
4102,Tunisia,TUN,2013-01-01,74.73,4202.87,58.22,,1.64,0.66,714660000.0
4103,Turkey,TUR,2013-01-01,74.90,10800.54,78.48,4.77,2.26,0.94,2147483647.0
4104,Tuvalu,TUV,2013-01-01,,3880.35,99.18,,,,27590000.0
4105,Tanzania,TZA,2013-01-01,64.29,909.33,46.06,,1.00,0.53,2147483647.0
4106,Uganda,UGA,2013-01-01,57.77,683.34,27.94,1.50,1.20,,1699930000.0
4107,Ukraine,UKR,2013-01-01,71.16,4029.72,54.14,6.74,2.39,0.76,790740000.0
4108,Uruguay,URY,2013-01-01,76.84,16881.38,70.00,,1.86,0.32,36520000.0
4109,United States,USA,2013-01-01,78.74,52749.91,47.61,4.94,3.83,2.73,
4110,Uzbekistan,UZB,2013-01-01,68.22,1907.55,49.36,,,,295160000.0
4111,St. Vincent and the Grenadines,VCT,2013-01-01,72.81,6596.79,82.72,,,,8520000.0
4112,"Venezuela, RB",VEN,2013-01-01,74.07,12265.03,31.25,,1.43,,37830000.0
4113,British Virgin Islands,VGB,2013-01-01,,,,,,,
4114,Virgin Islands (U.S.),VIR,2013-01-01,79.62,35937.63,,,,,
4115,Vietnam,VNM,2013-01-01,75.48,1907.56,52.98,5.65,2.18,,2147483647.0
4116,Vanuatu,VUT,2013-01-01,71.67,3167.06,86.51,,,,91340000.0
4117,Samoa,WSM,2013-01-01,73.25,4179.60,89.99,,,,113010000.0
4118,Kosovo,XKX,2013-01-01,70.80,3877.54,,,0.69,,568550000.0
4119,"Yemen, Rep.",YEM,2013-01-01,63.58,1582.85,24.41,,4.08,,1039630000.0
4120,South Africa,ZAF,2013-01-01,56.74,6895.14,47.92,6.00,1.12,,1297010000.0
4121,Zambia,ZMB,2013-01-01,59.24,1839.52,55.39,,1.36,,1145390000.0
4122,Zimbabwe,ZWE,2013-01-01,55.63,905.50,41.38,8.49,2.64,,827540000.0
4123,Aruba,ABW,2014-01-01,75.45,,,6.13,,,
4124,Afghanistan,AFG,2014-01-01,60.37,633.95,35.84,3.78,1.33,,2147483647.0
4125,Angola,AGO,2014-01-01,52.27,5232.76,64.26,,5.40,,235390000.0
4126,Albania,ALB,2014-01-01,77.83,4568.57,49.91,,1.35,,281180000.0
4127,Andorra,AND,2014-01-01,,,78.03,3.06,,,
4128,United Arab Emirates,ARE,2014-01-01,77.37,44238.60,72.34,,5.66,0.70,
4129,Argentina,ARG,2014-01-01,76.16,12245.68,55.43,5.55,0.88,0.61,48790000.0
4130,Armenia,ARM,2014-01-01,74.68,3861.92,42.98,2.24,3.94,0.24,267710000.0
4131,American Samoa,ASM,2014-01-01,,11509.18,,,,,
4132,Antigua and Barbuda,ATG,2014-01-01,75.94,13432.08,68.29,,,,2550000.0
4133,Australia,AUS,2014-01-01,82.30,62004.79,67.04,,1.81,,
4134,Austria,AUT,2014-01-01,81.49,51322.64,77.86,,0.75,2.99,
4135,Azerbaijan,AZE,2014-01-01,70.76,7886.46,20.39,2.63,4.56,0.21,216770000.0
4136,Burundi,BDI,2014-01-01,56.69,286.00,52.73,,2.01,,515400000.0
4137,Belgium,BEL,2014-01-01,81.29,47346.76,77.87,,0.98,2.46,
4138,Benin,BEN,2014-01-01,59.51,915.93,49.00,4.38,0.96,,599320000.0
4139,Burkina Faso,BFA,2014-01-01,58.59,696.86,52.30,4.50,1.67,,1123510000.0
4140,Bangladesh,BGD,2014-01-01,71.63,1086.80,27.90,,0.00,,2147483647.0
4141,Bulgaria,BGR,2014-01-01,74.47,7853.34,54.57,,1.47,0.80,
4142,Bahrain,BHR,2014-01-01,76.68,24515.00,63.25,,4.42,0.10,
4143,"Bahamas, The",BHS,2014-01-01,75.23,22497.45,45.86,,,,
4144,Bosnia and Herzegovina,BIH,2014-01-01,76.43,4852.32,71.18,,1.03,0.26,629910000.0
4145,Belarus,BLR,2014-01-01,72.97,8032.49,65.79,4.99,1.33,,120920000.0
4146,Belize,BLZ,2014-01-01,70.08,4884.37,67.02,,1.03,,37560000.0
4147,Bermuda,BMU,2014-01-01,80.80,,,1.78,,0.22,
4148,Bolivia,BOL,2014-01-01,68.34,3124.09,72.07,7.29,1.90,,674570000.0
4149,Brazil,BRA,2014-01-01,74.40,11917.79,46.04,,1.33,,914150000.0
4150,Barbados,BRB,2014-01-01,75.50,15360.06,63.52,6.71,,,
4151,Brunei Darussalam,BRN,2014-01-01,78.81,41023.89,93.86,3.77,3.08,,
4152,Bhutan,BTN,2014-01-01,69.47,2560.52,73.19,5.90,,,130640000.0
4153,Botswana,BWA,2014-01-01,64.43,7153.45,59.01,,2.39,,99370000.0
4154,Central African Republic,CAF,2014-01-01,50.66,354.45,48.97,,,,611010000.0
4155,Canada,CAN,2014-01-01,81.96,50440.43,70.93,,1.00,1.61,
4156,Switzerland,CHE,2014-01-01,83.20,85814.59,66.00,,0.66,,
4157,Channel Islands,CHI,2014-01-01,80.61,,,,,,
4158,Chile,CHL,2014-01-01,81.50,14566.15,49.47,4.76,1.98,0.38,245580000.0
4159,China,CHN,2014-01-01,75.78,7683.50,55.79,,1.90,2.05,-946830000.0
4160,Cote d'Ivoire,CIV,2014-01-01,51.56,1544.32,29.36,4.72,1.53,,925130000.0
4161,Cameroon,CMR,2014-01-01,55.49,1407.40,22.87,,1.25,,856170000.0
4162,"Congo, Dem. Rep.",COD,2014-01-01,58.66,437.81,36.93,,1.04,,2147483647.0
4163,"Congo, Rep.",COG,2014-01-01,62.31,3147.07,81.76,,4.97,,106210000.0
4164,Colombia,COL,2014-01-01,73.99,7918.08,75.12,4.66,3.13,0.20,1224220000.0
4165,Comoros,COM,2014-01-01,63.26,841.21,32.86,5.05,,,74950000.0
4166,Cabo Verde,CPV,2014-01-01,73.15,3661.17,74.74,,0.53,,231390000.0
4167,Costa Rica,CRI,2014-01-01,79.40,10544.72,72.67,7.01,0.00,,54550000.0
4168,Cuba,CUB,2014-01-01,79.39,7088.08,95.61,,3.54,0.41,261970000.0
4169,Curacao,CUW,2014-01-01,77.82,,,,,,
4170,Cayman Islands,CYM,2014-01-01,,,,,,,
4171,Cyprus,CYP,2014-01-01,80.13,27340.88,45.23,,1.54,0.47,
4172,Czech Republic,CZE,2014-01-01,78.82,19744.56,84.54,,0.97,2.00,
4173,Germany,DEU,2014-01-01,81.09,47902.65,76.99,,1.19,2.87,
4174,Djibouti,DJI,2014-01-01,62.02,1812.43,63.88,,,,164730000.0
4175,Dominica,DMA,2014-01-01,,7301.24,68.69,,,,16290000.0
4176,Denmark,DNK,2014-01-01,80.70,62425.54,84.76,,1.15,3.08,
4177,Dominican Republic,DOM,2014-01-01,73.50,6268.63,66.90,,0.67,,166220000.0
4178,Algeria,DZA,2014-01-01,74.81,5496.00,72.76,,5.54,,160720000.0
4179,Ecuador,ECU,2014-01-01,75.87,6432.30,49.21,5.30,2.86,,163090000.0
4180,"Egypt, Arab Rep.",EGY,2014-01-01,71.12,3365.71,38.20,,1.71,0.68,2147483647.0
4181,Eritrea,ERI,2014-01-01,63.66,,45.76,,,,82070000.0
4182,Spain,ESP,2014-01-01,83.23,29600.47,70.88,,1.24,1.23,
4183,Estonia,EST,2014-01-01,77.03,19941.45,78.82,,1.95,1.44,
4184,Ethiopia,ETH,2014-01-01,64.04,573.57,58.71,,0.73,,2147483647.0
4185,Finland,FIN,2014-01-01,81.18,49914.62,75.31,,1.32,3.17,
4186,Fiji,FJI,2014-01-01,70.09,5042.37,65.81,,0.97,,94240000.0
4187,France,FRA,2014-01-01,82.67,42843.01,78.21,,2.24,2.26,
4188,Faroe Islands,FRO,2014-01-01,81.49,,,,,,
4189,"Micronesia, Fed. Sts.",FSM,2014-01-01,69.10,3057.09,90.71,,,,117010000.0
4190,Gabon,GAB,2014-01-01,64.38,10772.06,68.38,2.67,1.14,,111270000.0
4191,United Kingdom,GBR,2014-01-01,81.30,46412.12,83.14,5.75,1.97,1.70,
4192,Georgia,GEO,2014-01-01,74.67,4429.65,20.94,,2.52,0.10,562450000.0
4193,Ghana,GHA,2014-01-01,61.31,1441.64,59.85,6.16,0.48,,1123720000.0
4194,Gibraltar,GIB,2014-01-01,,,,,,,
4195,Guinea,GIN,2014-01-01,58.73,539.62,48.47,3.21,3.85,,563180000.0
4196,"Gambia, The",GMB,2014-01-01,60.23,440.37,68.74,,1.72,,101530000.0
4197,Guinea-Bissau,GNB,2014-01-01,55.16,615.94,20.47,,1.94,,110260000.0
4198,Equatorial Guinea,GNQ,2014-01-01,57.65,26144.94,77.09,,0.78,,520000.0
4199,Greece,GRC,2014-01-01,81.44,21673.78,61.66,,2.34,0.84,
4200,Grenada,GRD,2014-01-01,73.37,8570.66,46.37,,,,39710000.0
4201,Greenland,GRL,2014-01-01,,43364.88,,,,,
4202,Guatemala,GTM,2014-01-01,71.72,3666.58,37.64,2.94,0.42,,279840000.0
4203,Guam,GUM,2014-01-01,79.13,33221.32,,,,,
4204,Guyana,GUY,2014-01-01,66.41,4028.16,59.45,,1.28,,160610000.0
4205,"Hong Kong SAR, China",HKG,2014-01-01,83.98,40215.49,,3.57,,,
4206,Honduras,HND,2014-01-01,73.14,2434.28,50.65,,1.64,,606290000.0
4207,Croatia,HRV,2014-01-01,77.48,13480.65,81.87,,1.59,0.79,
4208,Haiti,HTI,2014-01-01,62.75,831.59,20.64,,0.00,,1082360000.0
4209,Hungary,HUN,2014-01-01,75.76,14117.98,65.98,,0.87,1.37,
4210,Indonesia,IDN,2014-01-01,68.89,3499.59,37.78,3.29,0.78,,-381790000.0
4211,Isle of Man,IMN,2014-01-01,,85258.08,,,,,
4212,India,IND,2014-01-01,68.01,1569.94,30.04,,2.50,,2147483647.0
4213,Ireland,IRL,2014-01-01,81.35,55503.33,66.06,,0.46,1.52,
4214,"Iran, Islamic Rep.",IRN,2014-01-01,75.39,5442.87,41.20,2.95,2.33,,81210000.0
4215,Iraq,IRQ,2014-01-01,69.40,6484.53,60.27,,4.16,0.04,1371060000.0
4216,Iceland,ISL,2014-01-01,82.86,52475.13,81.04,,,1.89,
4217,Israel,ISR,2014-01-01,82.15,37582.85,60.85,,5.86,4.11,
4218,Italy,ITA,2014-01-01,83.09,35365.10,75.61,,1.47,1.29,
4219,Jamaica,JAM,2014-01-01,75.65,4993.19,52.38,6.03,0.87,,93470000.0
4220,Jordan,JOR,2014-01-01,74.05,4830.98,69.68,,4.33,,2147483647.0
4221,Japan,JPN,2014-01-01,83.59,38139.42,83.59,3.77,0.95,3.58,
4222,Kazakhstan,KAZ,2014-01-01,71.62,12806.57,54.36,,1.04,,92870000.0
4223,Kenya,KEN,2014-01-01,61.58,1368.49,61.25,5.28,1.33,,2147483647.0
4224,Kyrgyz Republic,KGZ,2014-01-01,70.40,1279.77,56.13,5.53,3.38,0.13,626700000.0
4225,Cambodia,KHM,2014-01-01,68.21,1094.58,22.04,1.90,1.66,,802680000.0
4226,Kiribati,KIR,2014-01-01,65.95,1684.32,81.18,,,,80660000.0
4227,St. Kitts and Nevis,KNA,2014-01-01,,15429.86,42.21,,,,
4228,"Korea, Rep.",KOR,2014-01-01,82.16,27989.35,54.05,,2.64,4.29,
4229,Kuwait,KWT,2014-01-01,74.59,43332.41,85.93,,3.65,,
4230,Lao PDR,LAO,2014-01-01,66.12,1754.90,50.53,3.33,,,474420000.0
4231,Lebanon,LBN,2014-01-01,79.37,8148.64,47.61,,4.96,,821020000.0
4232,Liberia,LBR,2014-01-01,60.83,457.86,31.48,,0.71,,749610000.0
4233,Libya,LBY,2014-01-01,71.72,,73.54,,,,210330000.0
4234,St. Lucia,LCA,2014-01-01,75.05,7548.20,53.57,4.84,,,19370000.0
4235,Liechtenstein,LIE,2014-01-01,82.07,178713.23,,,,,
4236,Sri Lanka,LKA,2014-01-01,74.79,3852.74,56.06,1.92,2.53,,491660000.0
4237,Lesotho,LSO,2014-01-01,49.70,1203.70,76.12,,1.88,,107170000.0
4238,Lithuania,LTU,2014-01-01,74.52,16555.65,67.87,,0.88,1.01,
4239,Luxembourg,LUX,2014-01-01,82.23,117507.81,83.93,,0.43,1.26,
4240,Latvia,LVA,2014-01-01,74.12,15710.17,63.18,,0.96,0.69,
4241,"Macao SAR, China",MAC,2014-01-01,80.55,96074.84,,2.03,,0.09,
4242,St. Martin (French part),MAF,2014-01-01,79.32,,,,,,
4243,Morocco,MAR,2014-01-01,74.02,3186.61,33.88,,3.68,,2147483647.0
4244,Monaco,MCO,2014-01-01,,,88.55,1.02,,,
4245,Moldova,MDA,2014-01-01,71.46,2244.76,51.38,7.46,0.35,0.37,517880000.0
4246,Madagascar,MDG,2014-01-01,65.09,452.81,48.45,,0.65,0.02,586240000.0
4247,Maldives,MDV,2014-01-01,76.77,7716.20,78.33,4.19,,,22540000.0
4248,Mexico,MEX,2014-01-01,76.72,10353.45,51.77,,0.67,0.54,814890000.0
